Id,Course_Id,Course_Name,Sentiment,Review_Text,Instructor_Name,Difficulty_Level,Workload,Course_Year
1255,DS,Data Science,negative,This Data Science course was boring.,Dr. Jones,Moderate,Medium,2023
1256,HI,History,positive,This History course was engaging.,Mr. Davis,Difficult,High,2023
1257,SO,Sociology,negative,This Sociology course was boring.,Ms. Brown,Moderate,Medium,2024
1258,CS,Computer Science,negative,This Computer Science course was unclear.,Mr. Aditya Kumar,Moderate,Medium,2023
1259,CH,Chemistry,positive,This Chemistry course was engaging.,Prof. Smith,Moderate,Low,2024
1260,CH,Chemistry,positive,This Chemistry course was great.,Prof. Smith,Moderate,Medium,2023
1261,CH,Chemistry,negative,This Chemistry course was unclear.,Ms. Kalyani Jha,Moderate,Low,2023
1262,PH,Physics,neutral,This Physics course was okay.,Prof. Smith,Easy,Medium,2024
1263,BI,Biology,negative,This Biology course was difficult.,Ms. Aiman Syed C,Easy,Low,2023
1264,SO,Sociology,neutral,This Sociology course was fair.,Prof. Johnson,Easy,Low,2024
1265,SO,Sociology,negative,This Sociology course was disappointing.,Mr. Amitesh Jha,Moderate,Low,2024
1266,HI,History,positive,This History course was interesting.,Ms. Rashi A,Difficult,Low,2023
1267,ML,Machine Learning,positive,This Machine Learning course was engaging.,Ms. Dhanya Patil D,Difficult,Low,2023
1268,CS,Computer Science,negative,This Computer Science course was unorganized.,Mr. Amitesh Jha,Easy,Low,2024
1269,EC,Economics,neutral,This Economics course was decent.,Ms. Arpita S C,Easy,Low,2024
1270,PH,Physics,neutral,This Physics course was okay.,Mr. Shishirendu Jha,Moderate,Low,2024
1271,DS,Data Science,neutral,This Data Science course was average.,Mr. Davis,Moderate,Low,2023
1272,CH,Chemistry,positive,This Chemistry course was engaging.,Ms. Divya P D,Difficult,Low,2023
1273,ML,Machine Learning,positive,This Machine Learning course was excellent.,Ms. Syed Humera B,Difficult,Low,2023
1274,PH,Physics,negative,This Physics course was disappointing.,Ms. Ruchika Gupta C,Moderate,Low,2024
1275,ML,Machine Learning,neutral,This Machine Learning course was decent.,Ms. Ishu C,Difficult,Medium,2023
1276,CS,Computer Science,neutral,This Computer Science course was so-so.,Dr. Jones,Moderate,Medium,2023
1277,BI,Biology,negative,This Biology course was disappointing.,Ms. Mukul S,Difficult,Medium,2023
1278,AI,Artificial Intelligence,neutral,This Artificial Intelligence course was fair.,Mr. Shishirendu Jha,Moderate,Medium,2023
1279,HI,History,neutral,This History course was average.,Mr. Shishirendu Jha,Easy,Low,2023
1280,HI,History,negative,This History course was boring.,Ms. Brown,Difficult,High,2023
1281,ML,Machine Learning,negative,This Machine Learning course was difficult.,Prof. Smith,Moderate,Medium,2024
1282,DS,Data Science,neutral,This Data Science course was okay.,Ms. Mukul S,Moderate,High,2024
1283,CH,Chemistry,negative,This Chemistry course was disappointing.,Ms. Divya P D,Difficult,Low,2024
1284,PS,Political Science,neutral,This Political Science course was decent.,Dr. Jones,Difficult,Medium,2023
1285,SO,Sociology,positive,This Sociology course was excellent.,Mr. Amitesh Jha,Easy,High,2024
1286,DS,Data Science,negative,This Data Science course was boring.,Ms. Divya P D,Easy,High,2023
1287,PH,Physics,positive,This Physics course was informative.,Ms. Kalyani Jha,Moderate,High,2023
1288,PH,Physics,negative,This Physics course was unclear.,Ms. Brown,Difficult,Low,2024
1289,PS,Psychology,negative,This Psychology course was disappointing.,Mr. Amitesh Jha,Moderate,Low,2023
1290,CS,Computer Science,neutral,This Computer Science course was fair.,Ms. Ruchika Gupta C,Difficult,Low,2023
1291,EC,Economics,negative,This Economics course was boring.,Mr. Shishirendu Jha,Easy,Medium,2024
1292,CS,Computer Science,negative,This Computer Science course was unorganized.,Ms. Kalyani Jha,Easy,Medium,2023
1293,MA,Mathematics,positive,This Mathematics course was great.,Mr. Kunal Taneja,Easy,Low,2024
1294,HI,History,neutral,This History course was fair.,Mr. Shishirendu Jha,Moderate,High,2023
1295,LI,Literature,neutral,This Literature course was decent.,Prof. Smith,Difficult,Medium,2023
1296,BI,Biology,negative,This Biology course was unclear.,Ms. Ishu C,Easy,Low,2024
1297,MA,Mathematics,negative,This Mathematics course was unorganized.,Ms. Dhanya Patil D,Difficult,Low,2024
1298,SE,Software Engineering,positive,This Software Engineering course was engaging.,Ms. Arpita S C,Easy,Low,2024
1299,PS,Psychology,negative,This Psychology course was unclear.,Ms. Ruchika Gupta C,Moderate,High,2023
1300,HI,History,positive,This History course was informative.,Mr. Amitesh Jha,Easy,Low,2023
1301,SO,Sociology,neutral,This Sociology course was so-so.,Mr. Mohit Jain,Moderate,Medium,2024
1302,EC,Economics,neutral,This Economics course was so-so.,Prof. Johnson,Easy,Medium,2024
1303,SE,Software Engineering,negative,This Software Engineering course was unclear.,Ms. Brown,Difficult,High,2024
1304,HI,History,negative,This History course was boring.,Mr. Kunal Taneja,Difficult,Low,2023
1305,CH,Chemistry,positive,This Chemistry course was interesting.,Prof. Johnson,Moderate,Low,2023
1306,PH,Physics,neutral,This Physics course was decent.,Ms. Ruchika Gupta C,Difficult,Medium,2023
1307,DS,Data Science,neutral,This Data Science course was decent.,Ms. Mukul S,Easy,Medium,2024
1308,SO,Sociology,positive,This Sociology course was great.,Mr. Kunal Taneja,Easy,Medium,2024
1309,PS,Political Science,positive,This Political Science course was engaging.,Mr. Amitesh Jha,Moderate,Low,2024
1310,ML,Machine Learning,negative,This Machine Learning course was unclear.,Ms. Aiman Syed C,Easy,High,2024
1311,DS,Data Science,positive,This Data Science course was informative.,Ms. Arpita S C,Easy,High,2024
1312,MA,Mathematics,negative,This Mathematics course was unorganized.,Mr. Kunal Taneja,Difficult,Medium,2023
1313,SO,Sociology,neutral,This Sociology course was decent.,Ms. Ishu C,Moderate,Low,2023
1314,ML,Machine Learning,neutral,This Machine Learning course was decent.,Ms. Monika P,Easy,Medium,2023
1315,MA,Mathematics,positive,This Mathematics course was informative.,Prof. Smith,Moderate,High,2023
1316,ML,Machine Learning,negative,This Machine Learning course was difficult.,Mr. Aditya Kumar,Moderate,Medium,2023
1317,LI,Literature,negative,This Literature course was boring.,Ms. Ruchika Gupta C,Moderate,Low,2023
1318,DS,Data Science,negative,This Data Science course was unorganized.,Mr. Shishirendu Jha,Difficult,Low,2023
1319,CH,Chemistry,neutral,This Chemistry course was decent.,Mr. Shishirendu Jha,Difficult,Low,2023
1320,PS,Psychology,neutral,This Psychology course was average.,Mr. Davis,Moderate,Low,2023
1321,DS,Data Science,neutral,This Data Science course was decent.,Ms. Kalyani Jha,Difficult,High,2023
1322,PS,Political Science,neutral,This Political Science course was average.,Ms. Ishu C,Moderate,Medium,2024
1323,PS,Political Science,negative,This Political Science course was unclear.,Mr. Kunal Taneja,Moderate,High,2024
1324,MA,Mathematics,positive,This Mathematics course was interesting.,Mr. Shishirendu Jha,Difficult,High,2024
1325,CS,Computer Science,negative,This Computer Science course was difficult.,Ms. Ishu C,Easy,High,2024
1326,EC,Economics,positive,This Economics course was great.,Prof. Smith,Moderate,Low,2023
1327,SE,Software Engineering,negative,This Software Engineering course was unclear.,Ms. Dhanya Patil D,Moderate,Low,2023
1328,ML,Machine Learning,negative,This Machine Learning course was boring.,Ms. Rashi A,Moderate,Medium,2024
1329,PS,Psychology,positive,This Psychology course was informative.,Prof. Smith,Moderate,High,2023
1330,PS,Political Science,positive,This Political Science course was great.,Mr. Abhay Kumar,Difficult,Low,2024
1331,PS,Political Science,positive,This Political Science course was informative.,Mr. Amitesh Jha,Moderate,Medium,2023
1332,BI,Biology,positive,This Biology course was excellent.,Ms. Brown,Moderate,Low,2023
1333,SO,Sociology,positive,This Sociology course was excellent.,Dr. Jones,Moderate,Low,2023
1334,DS,Data Science,neutral,This Data Science course was okay.,Mr. Amitesh Jha,Difficult,Medium,2023
1335,BI,Biology,negative,This Biology course was disappointing.,Ms. Brown,Easy,High,2023
1336,CS,Computer Science,positive,This Computer Science course was informative.,Prof. Smith,Difficult,High,2024
1337,EC,Economics,positive,This Economics course was informative.,Mr. Kunal Taneja,Difficult,High,2023
1338,SE,Software Engineering,positive,This Software Engineering course was informative.,Ms. Arpita S C,Easy,High,2024
1339,LI,Literature,neutral,This Literature course was so-so.,Ms. Divya P D,Difficult,Low,2024
1340,CH,Chemistry,positive,This Chemistry course was informative.,Mr. Amitesh Jha,Moderate,Medium,2023
1341,MA,Mathematics,positive,This Mathematics course was engaging.,Ms. Rashi A,Moderate,High,2023
1342,HI,History,neutral,This History course was fair.,Dr. Jones,Difficult,High,2024
1343,SO,Sociology,neutral,This Sociology course was decent.,Prof. Smith,Moderate,Low,2024
1344,HI,History,negative,This History course was disappointing.,Ms. Syed Humera B,Difficult,Low,2024
1345,ML,Machine Learning,positive,This Machine Learning course was informative.,Ms. Ruchika Gupta C,Moderate,High,2023
1346,PH,Physics,positive,This Physics course was great.,Mr. Abhay Kumar,Moderate,High,2024
1347,SO,Sociology,neutral,This Sociology course was average.,Ms. Ruchika Gupta C,Difficult,Medium,2024
1348,SO,Sociology,negative,This Sociology course was disappointing.,Mr. Amitesh Jha,Easy,High,2023
1349,BI,Biology,neutral,This Biology course was average.,Ms. Dhanya Patil D,Easy,High,2023
1350,EC,Economics,neutral,This Economics course was okay.,Mr. Shishirendu Jha,Easy,High,2023
1351,LI,Literature,neutral,This Literature course was fair.,Ms. Ruchika Gupta C,Easy,High,2023
1352,CH,Chemistry,negative,This Chemistry course was boring.,Ms. Ruchika Gupta C,Moderate,Low,2023
1353,PH,Physics,neutral,This Physics course was okay.,Ms. Divya P D,Moderate,Low,2023
1354,DS,Data Science,neutral,This Data Science course was fair.,Ms. Mukul S,Easy,Low,2023
1355,ML,Machine Learning,neutral,This Machine Learning course was so-so.,Prof. Smith,Easy,High,2023
1356,SE,Software Engineering,neutral,This Software Engineering course was decent.,Ms. Ruchika Gupta C,Moderate,Medium,2024
1357,AI,Artificial Intelligence,positive,This Artificial Intelligence course was engaging.,Mr. Amitesh Jha,Moderate,High,2024
1358,HI,History,positive,This History course was engaging.,Dr. Jones,Difficult,High,2024
1359,EC,Economics,positive,This Economics course was informative.,Ms. Mukul S,Easy,Medium,2023
1360,PH,Physics,positive,This Physics course was interesting.,Ms. Syed Humera B,Easy,Medium,2024
1361,SE,Software Engineering,neutral,This Software Engineering course was fair.,Mr. Kunal Taneja,Easy,Low,2024
1362,CS,Computer Science,neutral,This Computer Science course was average.,Prof. Johnson,Moderate,Medium,2024
1363,MA,Mathematics,positive,This Mathematics course was informative.,Dr. Jones,Easy,Low,2024
1364,AI,Artificial Intelligence,neutral,This Artificial Intelligence course was average.,Ms. Mukul S,Difficult,High,2023
1365,SE,Software Engineering,negative,This Software Engineering course was unclear.,Mr. Aditya Kumar,Easy,Low,2024
1366,ML,Machine Learning,negative,This Machine Learning course was difficult.,Mr. Kunal Taneja,Moderate,High,2023
1367,MA,Mathematics,positive,This Mathematics course was excellent.,Mr. Abhay Kumar,Moderate,Medium,2023
1368,HI,History,neutral,This History course was decent.,Mr. Amitesh Jha,Difficult,Low,2024
1369,SO,Sociology,positive,This Sociology course was great.,Ms. Syed Humera B,Easy,Medium,2023
1370,PS,Psychology,neutral,This Psychology course was decent.,Mr. Abhay Kumar,Moderate,Low,2023
1371,SO,Sociology,negative,This Sociology course was disappointing.,Mr. Mohit Jain,Difficult,High,2023
1372,PH,Physics,negative,This Physics course was difficult.,Ms. Syed Humera B,Easy,High,2023
1373,CH,Chemistry,positive,This Chemistry course was great.,Ms. Ruchika Gupta C,Difficult,High,2024
1374,LI,Literature,negative,This Literature course was disappointing.,Ms. Ishu C,Easy,High,2024
1375,PS,Psychology,neutral,This Psychology course was average.,Prof. Johnson,Difficult,Medium,2023
1376,CH,Chemistry,positive,This Chemistry course was interesting.,Mr. Amitesh Jha,Easy,Low,2024
1377,PS,Political Science,positive,This Political Science course was interesting.,Mr. Mohit Jain,Difficult,High,2023
1378,ML,Machine Learning,positive,This Machine Learning course was interesting.,Ms. Dhanya Patil D,Moderate,Medium,2023
1379,CH,Chemistry,positive,This Chemistry course was great.,Ms. Ishu C,Moderate,Medium,2024
1380,SO,Sociology,negative,This Sociology course was disappointing.,Ms. Mukul S,Moderate,Low,2024
1381,CH,Chemistry,positive,This Chemistry course was interesting.,Mr. Shishirendu Jha,Moderate,Low,2024
1382,HI,History,neutral,This History course was average.,Ms. Arpita S C,Moderate,High,2023
1383,PS,Psychology,negative,This Psychology course was unorganized.,Ms. Ruchika Gupta C,Moderate,Medium,2023
1384,MA,Mathematics,positive,This Mathematics course was excellent.,Ms. Rashi A,Easy,High,2024
1385,LI,Literature,negative,This Literature course was difficult.,Mr. Amitesh Jha,Moderate,Medium,2023
1386,LI,Literature,negative,This Literature course was unorganized.,Mr. Mohit Jain,Moderate,Low,2024
1387,EC,Economics,positive,This Economics course was interesting.,Ms. Mukul S,Moderate,Medium,2024
1388,PS,Psychology,neutral,This Psychology course was average.,Prof. Johnson,Difficult,Medium,2024
1389,DS,Data Science,positive,This Data Science course was engaging.,Mr. Kunal Taneja,Easy,High,2023
1390,HI,History,negative,This History course was disappointing.,Prof. Johnson,Moderate,Medium,2024
1391,CH,Chemistry,negative,This Chemistry course was disappointing.,Dr. Jones,Easy,High,2024
1392,HI,History,positive,This History course was informative.,Mr. Abhay Kumar,Moderate,Low,2024
1393,PS,Psychology,positive,This Psychology course was interesting.,Ms. Mukul S,Difficult,Low,2024
1394,HI,History,neutral,This History course was fair.,Mr. Davis,Easy,Medium,2024
1395,MA,Mathematics,negative,This Mathematics course was difficult.,Ms. Syed Humera B,Moderate,Medium,2023
1396,AI,Artificial Intelligence,negative,This Artificial Intelligence course was disappointing.,Mr. Aditya Kumar,Moderate,Medium,2024
1397,DS,Data Science,neutral,This Data Science course was so-so.,Ms. Kalyani Jha,Difficult,High,2023
1398,AI,Artificial Intelligence,neutral,This Artificial Intelligence course was so-so.,Ms. Arpita S C,Easy,Low,2024
1399,AI,Artificial Intelligence,negative,This Artificial Intelligence course was unorganized.,Prof. Johnson,Easy,Low,2023
1400,SO,Sociology,neutral,This Sociology course was okay.,Ms. Divya P D,Easy,Medium,2023
1401,PS,Psychology,negative,This Psychology course was difficult.,Mr. Abhay Kumar,Easy,Low,2023
1402,ML,Machine Learning,neutral,This Machine Learning course was so-so.,Mr. Davis,Difficult,Medium,2023
1403,DS,Data Science,neutral,This Data Science course was fair.,Mr. Aditya Kumar,Difficult,Low,2024
1404,ML,Machine Learning,negative,This Machine Learning course was difficult.,Ms. Mukul S,Difficult,Medium,2023
1405,SE,Software Engineering,neutral,This Software Engineering course was average.,Ms. Monika P,Moderate,Low,2024
1406,CS,Computer Science,negative,This Computer Science course was unclear.,Mr. Mohit Jain,Easy,Medium,2023
1407,PS,Political Science,neutral,This Political Science course was fair.,Mr. Kunal Taneja,Easy,Medium,2023
1408,LI,Literature,positive,This Literature course was engaging.,Ms. Rashi A,Difficult,Low,2023
1409,BI,Biology,positive,This Biology course was informative.,Ms. Arpita S C,Moderate,High,2024
1410,DS,Data Science,positive,This Data Science course was interesting.,Mr. Davis,Moderate,High,2024
1411,PH,Physics,positive,This Physics course was interesting.,Prof. Smith,Difficult,Low,2023
1412,SE,Software Engineering,positive,This Software Engineering course was excellent.,Ms. Arpita S C,Difficult,High,2023
1413,PH,Physics,positive,This Physics course was interesting.,Ms. Kalyani Jha,Moderate,High,2023
1414,CH,Chemistry,positive,This Chemistry course was engaging.,Mr. Abhay Kumar,Easy,Medium,2024
1415,ML,Machine Learning,negative,This Machine Learning course was unclear.,Mr. Davis,Easy,Low,2023
1416,PS,Psychology,negative,This Psychology course was unorganized.,Ms. Divya P D,Difficult,Medium,2023
1417,SO,Sociology,positive,This Sociology course was engaging.,Ms. Aiman Syed C,Difficult,Medium,2023
1418,DS,Data Science,positive,This Data Science course was informative.,Prof. Smith,Moderate,High,2024
1419,CH,Chemistry,negative,This Chemistry course was difficult.,Mr. Abhay Kumar,Easy,Low,2024
1420,ML,Machine Learning,positive,This Machine Learning course was engaging.,Mr. Abhay Kumar,Difficult,Medium,2024
1421,PH,Physics,positive,This Physics course was informative.,Mr. Amitesh Jha,Moderate,High,2023
1422,LI,Literature,negative,This Literature course was difficult.,Mr. Amitesh Jha,Moderate,Low,2024
1423,SE,Software Engineering,negative,This Software Engineering course was unclear.,Ms. Kalyani Jha,Easy,Medium,2023
1424,SO,Sociology,negative,This Sociology course was disappointing.,Ms. Rashi A,Difficult,Low,2023
1425,DS,Data Science,negative,This Data Science course was difficult.,Ms. Brown,Difficult,Medium,2024
1426,HI,History,neutral,This History course was okay.,Ms. Brown,Difficult,Low,2024
1427,HI,History,positive,This History course was interesting.,Ms. Syed Humera B,Easy,Medium,2023
1428,CH,Chemistry,neutral,This Chemistry course was okay.,Ms. Mukul S,Difficult,Low,2023
1429,SO,Sociology,negative,This Sociology course was disappointing.,Ms. Rashi A,Moderate,Medium,2023
1430,SE,Software Engineering,neutral,This Software Engineering course was so-so.,Ms. Dhanya Patil D,Moderate,Low,2024
1431,PH,Physics,positive,This Physics course was excellent.,Mr. Kunal Taneja,Moderate,Medium,2023
1432,BI,Biology,negative,This Biology course was unclear.,Ms. Arpita S C,Easy,High,2023
1433,AI,Artificial Intelligence,positive,This Artificial Intelligence course was great.,Mr. Mohit Jain,Moderate,Low,2023
1434,DS,Data Science,neutral,This Data Science course was fair.,Ms. Brown,Difficult,High,2023
1435,ML,Machine Learning,negative,This Machine Learning course was boring.,Mr. Shishirendu Jha,Difficult,Low,2023
1436,PS,Political Science,positive,This Political Science course was informative.,Ms. Syed Humera B,Difficult,Medium,2023
1437,HI,History,negative,This History course was unclear.,Mr. Davis,Easy,High,2024
1438,PS,Political Science,positive,This Political Science course was interesting.,Ms. Ruchika Gupta C,Moderate,Medium,2023
1439,HI,History,negative,This History course was difficult.,Ms. Divya P D,Moderate,Medium,2024
1440,CS,Computer Science,neutral,This Computer Science course was so-so.,Ms. Mukul S,Moderate,Medium,2023
1441,BI,Biology,negative,This Biology course was disappointing.,Ms. Ishu C,Difficult,Medium,2024
1442,BI,Biology,positive,This Biology course was engaging.,Mr. Mohit Jain,Moderate,High,2023
1443,SO,Sociology,positive,This Sociology course was engaging.,Ms. Ruchika Gupta C,Moderate,Low,2024
1444,PH,Physics,negative,This Physics course was unclear.,Mr. Kunal Taneja,Difficult,Low,2023
1445,SO,Sociology,neutral,This Sociology course was okay.,Mr. Abhay Kumar,Easy,Low,2024
1446,ML,Machine Learning,neutral,This Machine Learning course was okay.,Mr. Kunal Taneja,Difficult,High,2023
1447,DS,Data Science,positive,This Data Science course was excellent.,Mr. Davis,Easy,Medium,2023
1448,PS,Political Science,positive,This Political Science course was engaging.,Dr. Jones,Moderate,Medium,2024
1449,LI,Literature,negative,This Literature course was unorganized.,Mr. Aditya Kumar,Easy,High,2023
1450,HI,History,positive,This History course was excellent.,Ms. Mukul S,Difficult,Medium,2023
1451,SE,Software Engineering,positive,This Software Engineering course was engaging.,Mr. Davis,Difficult,Low,2024
1452,AI,Artificial Intelligence,positive,This Artificial Intelligence course was engaging.,Ms. Ishu C,Easy,Low,2023
1453,EC,Economics,negative,This Economics course was unorganized.,Ms. Rashi A,Difficult,Low,2023
1454,SO,Sociology,neutral,This Sociology course was average.,Mr. Mohit Jain,Moderate,High,2024
1455,MA,Mathematics,positive,This Mathematics course was excellent.,Ms. Brown,Easy,Medium,2024
1456,PS,Political Science,neutral,This Political Science course was fair.,Ms. Kalyani Jha,Easy,Low,2023
1457,PS,Political Science,positive,This Political Science course was excellent.,Ms. Kalyani Jha,Difficult,High,2024
1458,CS,Computer Science,neutral,This Computer Science course was decent.,Dr. Jones,Difficult,High,2024
1459,DS,Data Science,negative,This Data Science course was boring.,Ms. Ruchika Gupta C,Easy,Low,2024
1460,HI,History,neutral,This History course was average.,Ms. Aiman Syed C,Difficult,High,2023
1461,SO,Sociology,negative,This Sociology course was unclear.,Ms. Ishu C,Difficult,High,2023
1462,CS,Computer Science,neutral,This Computer Science course was so-so.,Ms. Ruchika Gupta C,Easy,High,2023
1463,BI,Biology,positive,This Biology course was informative.,Ms. Aiman Syed C,Moderate,Low,2023
1464,SO,Sociology,positive,This Sociology course was excellent.,Dr. Jones,Moderate,Medium,2024
1465,PS,Psychology,negative,This Psychology course was difficult.,Ms. Monika P,Moderate,High,2023
1466,ML,Machine Learning,negative,This Machine Learning course was unclear.,Mr. Abhay Kumar,Moderate,Medium,2023
1467,PH,Physics,negative,This Physics course was difficult.,Prof. Smith,Moderate,High,2024
1468,ML,Machine Learning,positive,This Machine Learning course was interesting.,Ms. Monika P,Easy,High,2023
1469,PS,Psychology,positive,This Psychology course was engaging.,Ms. Divya P D,Easy,Medium,2023
1470,EC,Economics,neutral,This Economics course was so-so.,Mr. Mohit Jain,Easy,Low,2023
1471,SO,Sociology,positive,This Sociology course was excellent.,Ms. Syed Humera B,Difficult,Medium,2023
1472,MA,Mathematics,negative,This Mathematics course was difficult.,Ms. Ruchika Gupta C,Easy,High,2023
1473,CH,Chemistry,positive,This Chemistry course was informative.,Ms. Brown,Difficult,High,2024
1474,MA,Mathematics,neutral,This Mathematics course was okay.,Mr. Mohit Jain,Easy,High,2024
1475,EC,Economics,neutral,This Economics course was average.,Ms. Dhanya Patil D,Easy,Medium,2024
1476,DS,Data Science,positive,This Data Science course was informative.,Mr. Davis,Easy,High,2024
1477,LI,Literature,positive,This Literature course was interesting.,Dr. Jones,Difficult,Low,2024
1478,ML,Machine Learning,negative,This Machine Learning course was disappointing.,Ms. Ishu C,Difficult,Low,2024
1479,ML,Machine Learning,negative,This Machine Learning course was disappointing.,Ms. Kalyani Jha,Difficult,Medium,2024
1480,DS,Data Science,neutral,This Data Science course was decent.,Ms. Syed Humera B,Easy,Low,2023
1481,BI,Biology,neutral,This Biology course was so-so.,Ms. Ishu C,Moderate,High,2024
1482,CS,Computer Science,negative,This Computer Science course was unclear.,Ms. Arpita S C,Moderate,High,2024
1483,SE,Software Engineering,negative,This Software Engineering course was boring.,Prof. Smith,Easy,High,2023
1484,AI,Artificial Intelligence,negative,This Artificial Intelligence course was disappointing.,Ms. Ishu C,Easy,High,2024
1485,EC,Economics,positive,This Economics course was excellent.,Mr. Kunal Taneja,Difficult,Low,2023
1486,EC,Economics,positive,This Economics course was interesting.,Ms. Ruchika Gupta C,Moderate,Medium,2023
1487,PH,Physics,neutral,This Physics course was average.,Ms. Monika P,Moderate,Medium,2023
1488,PS,Political Science,neutral,This Political Science course was so-so.,Mr. Mohit Jain,Easy,Low,2024
1489,DS,Data Science,positive,This Data Science course was interesting.,Ms. Dhanya Patil D,Moderate,Medium,2023
1490,ML,Machine Learning,positive,This Machine Learning course was interesting.,Ms. Kalyani Jha,Easy,Low,2023
1491,PS,Psychology,negative,This Psychology course was unclear.,Mr. Mohit Jain,Moderate,High,2023
1492,AI,Artificial Intelligence,positive,This Artificial Intelligence course was excellent.,Mr. Amitesh Jha,Easy,Medium,2023
1493,CS,Computer Science,neutral,This Computer Science course was okay.,Ms. Arpita S C,Easy,Medium,2023
1494,SO,Sociology,negative,This Sociology course was difficult.,Mr. Aditya Kumar,Easy,Low,2024
1495,DS,Data Science,negative,This Data Science course was boring.,Ms. Kalyani Jha,Moderate,High,2024
1496,CH,Chemistry,positive,This Chemistry course was excellent.,Ms. Kalyani Jha,Easy,Low,2023
1497,LI,Literature,positive,This Literature course was informative.,Mr. Abhay Kumar,Moderate,Medium,2024
1498,MA,Mathematics,neutral,This Mathematics course was average.,Ms. Ruchika Gupta C,Difficult,Low,2023
1499,PS,Psychology,neutral,This Psychology course was fair.,Ms. Aiman Syed C,Moderate,Medium,2023
1500,LI,Literature,positive,This Literature course was excellent.,Ms. Divya P D,Moderate,Medium,2024
1501,EC,Economics,positive,This Economics course was interesting.,Mr. Aditya Kumar,Moderate,Low,2024
1502,DS,Data Science,positive,This Data Science course was engaging.,Ms. Ishu C,Moderate,High,2023
1503,SO,Sociology,negative,This Sociology course was unorganized.,Ms. Rashi A,Easy,Low,2023
1504,MA,Mathematics,positive,This Mathematics course was interesting.,Mr. Kunal Taneja,Moderate,High,2023
1505,MA,Mathematics,negative,This Mathematics course was unclear.,Ms. Ruchika Gupta C,Difficult,High,2024
1506,MA,Mathematics,negative,This Mathematics course was disappointing.,Mr. Amitesh Jha,Difficult,High,2023
1507,AI,Artificial Intelligence,positive,This Artificial Intelligence course was great.,Mr. Kunal Taneja,Difficult,High,2024
1508,SE,Software Engineering,positive,This Software Engineering course was great.,Prof. Johnson,Moderate,Medium,2023
1509,HI,History,neutral,This History course was fair.,Prof. Smith,Difficult,Medium,2024
1510,CS,Computer Science,neutral,This Computer Science course was okay.,Ms. Kalyani Jha,Moderate,Low,2024
1511,DS,Data Science,negative,This Data Science course was disappointing.,Ms. Mukul S,Moderate,High,2023
1512,PH,Physics,neutral,This Physics course was fair.,Ms. Rashi A,Difficult,Medium,2024
1513,AI,Artificial Intelligence,neutral,This Artificial Intelligence course was okay.,Ms. Kalyani Jha,Difficult,Medium,2023
1514,EC,Economics,positive,This Economics course was great.,Mr. Kunal Taneja,Difficult,Low,2023
1515,LI,Literature,positive,This Literature course was great.,Mr. Mohit Jain,Easy,High,2024
1516,PS,Psychology,neutral,This Psychology course was decent.,Ms. Ishu C,Difficult,Low,2023
1517,PS,Psychology,neutral,This Psychology course was average.,Mr. Davis,Difficult,High,2024
1518,BI,Biology,neutral,This Biology course was average.,Mr. Kunal Taneja,Easy,Medium,2024
1519,DS,Data Science,neutral,This Data Science course was average.,Ms. Mukul S,Difficult,Low,2024
1520,SE,Software Engineering,negative,This Software Engineering course was difficult.,Ms. Arpita S C,Easy,Low,2023
1521,PS,Political Science,positive,This Political Science course was excellent.,Mr. Shishirendu Jha,Difficult,Low,2023
1522,PH,Physics,positive,This Physics course was excellent.,Dr. Jones,Difficult,Low,2023
1523,LI,Literature,positive,This Literature course was excellent.,Dr. Jones,Moderate,High,2023
1524,DS,Data Science,neutral,This Data Science course was decent.,Ms. Brown,Easy,Low,2024
1525,PS,Psychology,negative,This Psychology course was unclear.,Prof. Smith,Moderate,High,2023
1526,BI,Biology,negative,This Biology course was boring.,Mr. Kunal Taneja,Moderate,Medium,2023
1527,CS,Computer Science,negative,This Computer Science course was unclear.,Ms. Mukul S,Moderate,High,2024
1528,LI,Literature,neutral,This Literature course was decent.,Ms. Arpita S C,Difficult,High,2024
1529,BI,Biology,neutral,This Biology course was decent.,Prof. Johnson,Moderate,High,2024
1530,SO,Sociology,neutral,This Sociology course was so-so.,Ms. Aiman Syed C,Difficult,Low,2023
1531,SO,Sociology,neutral,This Sociology course was decent.,Prof. Johnson,Difficult,High,2023
1532,PH,Physics,neutral,This Physics course was so-so.,Ms. Ishu C,Easy,Medium,2024
1533,CH,Chemistry,negative,This Chemistry course was unclear.,Dr. Jones,Easy,Medium,2023
1534,PS,Political Science,neutral,This Political Science course was decent.,Prof. Smith,Easy,Medium,2024
1535,AI,Artificial Intelligence,negative,This Artificial Intelligence course was disappointing.,Ms. Divya P D,Moderate,Low,2023
1536,PH,Physics,neutral,This Physics course was so-so.,Ms. Ruchika Gupta C,Moderate,High,2024
1537,SE,Software Engineering,negative,This Software Engineering course was boring.,Ms. Brown,Difficult,Medium,2024
1538,PH,Physics,neutral,This Physics course was so-so.,Prof. Smith,Easy,Medium,2023
1539,BI,Biology,negative,This Biology course was unorganized.,Ms. Ruchika Gupta C,Moderate,Low,2023
1540,EC,Economics,neutral,This Economics course was decent.,Ms. Monika P,Moderate,Medium,2024
1541,EC,Economics,negative,This Economics course was difficult.,Mr. Kunal Taneja,Difficult,Medium,2024
1542,CS,Computer Science,neutral,This Computer Science course was decent.,Ms. Monika P,Moderate,High,2024
1543,BI,Biology,neutral,This Biology course was decent.,Dr. Jones,Easy,High,2023
